PAGA FOOTBALL APP — BASE DE DONNÉES EXERCICES COMPLÈTE (1150 exercices · PAGA + OTA + TC);;;;;;;;;;;;;;;;;;;;;;;;;
EXERCISE_ID;EXERCISE_NAME;MAIN_CATEGORY;SUB_CATEGORY;OBJECTIVE_PRIMARY;OBJECTIVE_SECONDARY;ENVIRONMENT;EQUIPMENT;EQUIPMENT_LEVEL;PRIORITY;SESSION_ROLE;MOVEMENT_PATTERN;VECTOR;CONTRACTION_TYPE;INTENSITY;NEURAL_LOAD;MECHANICAL_LOAD;METABOLIC_LOAD;SOLO_ONLY;FOOTBALL_TRANSFER;COMPATIBLE_DAYS;LEVEL;AGE_GROUP;POSITION_RELEVANCE;CONTRAINDICATIONS;PROGRESSION_GROUP
EX0112;Jump latéraux + stabilisation 1 pied;plyometric_power;lateral_power;landing_stability;balance;field;none;minimal;core;main;jump;lateral;stretch_shortening;moderate;moderate;moderate;moderate;yes;high;MD+3,MD+2;intermediate;U10_U12,U13_U15,U16_U18,adult;universal;ankle;plio_series
EX0113;Pliométrie Squat chargé et sauts déchargés;plyometric_power;contrast_power;contrast_power;strength;field;band;standard;advanced;main;jump;vertical;stretch_shortening;high;very_high;very_high;moderate;yes;high;MD+3;advanced;U16_U18,adult;universal;knee;plio_series
EX0114;Pliométrie latérale;plyometric_power;lateral_power;explosive_power;agility;field;none;minimal;core;main;jump;lateral;stretch_shortening;high;high;moderate;moderate;yes;high;MD+3;intermediate;U13_U15,U16_U18,adult;universal;;plio_series
EX0115;Pliométrie rebond 1 pied et saut genoux;plyometric_power;reactive_power;reactive_strength;plyometric;field;none;minimal;secondary;main;jump;mixed;stretch_shortening;high;very_high;moderate;moderate;yes;high;MD+3;intermediate;U13_U15,U16_U18,adult;universal;;plio_series
EX0116;Pliométrie sauts genoux;plyometric_power;vertical_power;explosive_power;plyometric;field;none;minimal;core;main;jump;vertical;stretch_shortening;high;high;moderate;moderate;yes;moderate;MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;plio_series
EX0117;Pliométrie sauts rapides D-G;plyometric_power;lateral_power;explosive_power;coordination;field;none;minimal;core;main;jump;lateral;stretch_shortening;high;high;moderate;high;yes;high;MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;plio_series
EX0118;Pliométrie Rebonds 1 pied;plyometric_power;reactive_power;stiffness;balance;field;none;minimal;core;main;jump;vertical;reactive;high;very_high;low;moderate;yes;high;MD+3;intermediate;U13_U15,U16_U18,adult;universal;ankle;plio_series
EX0119;SQUAT JUMP;plyometric_power;vertical_power;explosive_power;strength;field;none;minimal;core;main;jump;vertical;stretch_shortening;high;high;moderate;moderate;yes;moderate;MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;plio_series
EX0120;SQUAT JUMP + FORWARD LUNGE;plyometric_power;vertical_power;explosive_power;strength;field;none;minimal;secondary;main;jump;mixed;stretch_shortening;high;high;high;high;yes;moderate;MD+3;intermediate;U13_U15,U16_U18,adult;universal;knee;plio_series
EX0121;SQUAT JUMP + ROTATION BASSIN;plyometric_power;vertical_power;explosive_power;mobility;field;none;minimal;secondary;main;jump;rotational;stretch_shortening;high;high;moderate;moderate;yes;moderate;MD+3;intermediate;U13_U15,U16_U18,adult;universal;;plio_series
EX0122;SQUAT JUMP + STABILISER 1 JAMBE;plyometric_power;landing_stability;explosive_power;balance;field;none;minimal;secondary;main;jump;vertical;stretch_shortening;high;high;moderate;moderate;yes;high;MD+3,MD+2;intermediate;U13_U15,U16_U18,adult;universal;ankle;plio_series
EX0123;SQUAT JUMP 1/4 TURN;plyometric_power;vertical_power;explosive_power;agility;field;none;minimal;secondary;main;jump;rotational;stretch_shortening;high;high;moderate;moderate;yes;high;MD+3;intermediate;U13_U15,U16_U18,adult;universal;;plio_series
EX0124;Squat Jump + appuis latéral;plyometric_power;lateral_power;explosive_power;agility;field;none;minimal;secondary;main;jump;mixed;stretch_shortening;high;high;moderate;high;yes;high;MD+3;intermediate;U13_U15,U16_U18,adult;universal;;plio_series
EX0125;squats jumps demi tour;plyometric_power;vertical_power;explosive_power;agility;field;none;minimal;secondary;main;jump;rotational;stretch_shortening;high;high;moderate;moderate;yes;high;MD+3;intermediate;U13_U15,U16_U18,adult;universal;;plio_series
EX0126;Sauts cerceaux - élastique;plyometric_power;lateral_power;explosive_power;agility;field;band,cones;standard;secondary;main;jump;lateral;stretch_shortening;high;high;moderate;high;yes;high;MD+3;intermediate;U13_U15,U16_U18,adult;universal;;plio_series
EX0127;Sauts cerceaux avant élastique;plyometric_power;horizontal_power;explosive_power;agility;field;band,cones;standard;secondary;main;jump;horizontal;stretch_shortening;high;high;moderate;high;yes;high;MD+3;intermediate;U13_U15,U16_U18,adult;universal;;plio_series
EX0128;Sauts plio faible;plyometric_power;vertical_power;explosive_power;coordination;field;none;minimal;core;main;jump;vertical;stretch_shortening;low;moderate;low;low;yes;moderate;MD+2,MD-2;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;plio_series
EX0129;Side jump plus 2eme détente;plyometric_power;lateral_power;reactive_power;agility;field;none;minimal;secondary;main;jump;lateral;stretch_shortening;high;high;moderate;high;yes;high;MD+3;intermediate;U13_U15,U16_U18,adult;universal;;plio_series
EX0130;Side jumps;plyometric_power;lateral_power;explosive_power;agility;field;none;minimal;core;main;jump;lateral;stretch_shortening;moderate;moderate;low;moderate;yes;high;MD+2,MD-2;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;plio_series
EX0131;Sumo squat jump;plyometric_power;vertical_power;explosive_power;strength;field;none;minimal;secondary;main;jump;vertical;stretch_shortening;high;high;high;moderate;yes;moderate;MD+3;intermediate;U13_U15,U16_U18,adult;universal;groin;plio_series
EX0132;Sumo squat kettlebell plus plio détentes;plyometric_power;contrast_power;contrast_power;strength;gym;kettlebell;pro;advanced;main;jump;vertical;stretch_shortening;high;very_high;very_high;moderate;yes;moderate;MD+3;advanced;U16_U18,adult;universal;;plio_series
EX0133;demi fentes jumps;plyometric_power;horizontal_power;explosive_power;strength;field;none;minimal;secondary;main;lunge;horizontal;stretch_shortening;high;high;moderate;moderate;yes;high;MD+3;intermediate;U13_U15,U16_U18,adult;universal;;plio_series
EX0134;fentes stationnaires jumps;plyometric_power;vertical_power;explosive_power;strength;field;none;minimal;core;main;lunge;vertical;stretch_shortening;high;high;high;moderate;yes;high;MD+3;intermediate;U13_U15,U16_U18,adult;universal;knee;plio_series
EX0135;jump lunge charge-sans charge;plyometric_power;contrast_power;contrast_power;strength;field;band;standard;advanced;main;lunge;vertical;stretch_shortening;high;very_high;very_high;moderate;yes;high;MD+3;advanced;U16_U18,adult;universal;knee;plio_series
EX0136;Lunge jump répétées;plyometric_power;vertical_power;explosive_power;strength;field;none;minimal;core;main;lunge;vertical;stretch_shortening;high;high;high;high;yes;high;MD+3;intermediate;U13_U15,U16_U18,adult;universal;;plio_series
EX0137;Corde à sauter;coordination;rhythm;stiffness;conditioning;field;rope;standard;core;activation;jump;vertical;reactive;moderate;moderate;low;moderate;yes;moderate;MD+2,MD-4;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;coord_series
EX0138;Mollets plio;plyometric_power;reactive_power;stiffness;strength;field;none;minimal;secondary;prehab;jump;vertical;reactive;moderate;high;low;low;yes;moderate;MD+2,MD-2;intermediate;U13_U15,U16_U18,adult;universal;achilles;plio_series
EX0139;1/4 Squats + plio;plyometric_power;contrast_power;contrast_power;strength;field;none;minimal;secondary;main;jump;vertical;stretch_shortening;high;high;high;moderate;yes;moderate;MD+3;intermediate;U13_U15,U16_U18,adult;universal;;plio_series
EX0140;Demi squat;lower_body_strength;squat_pattern;lower_body_strength;posture;field;none;minimal;core;main;squat;vertical;concentric;moderate;moderate;moderate;low;yes;moderate;MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;squat_series
EX0141;Squat Tyson;lower_body_strength;squat_pattern;lower_body_strength;mobility;field;none;minimal;secondary;main;squat;vertical;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3;intermediate;U13_U15,U16_U18,adult;universal;;squat_series
EX0142;Squat dynamique élastique;lower_body_strength;squat_pattern;lower_body_strength;strength;field;band;standard;secondary;main;squat;vertical;concentric;moderate;moderate;high;moderate;yes;moderate;MD+3;intermediate;U13_U15,U16_U18,adult;universal;;squat_series
EX0143;Squats dynamiques élastique + plio;plyometric_power;contrast_power;contrast_power;strength;field;band;standard;advanced;main;jump;vertical;stretch_shortening;high;very_high;very_high;moderate;yes;moderate;MD+3;advanced;U16_U18,adult;universal;knee;plio_series
EX0144;Squat RLD élastique;lower_body_strength;hinge_pattern;lower_body_strength;balance;field;band;standard;secondary;main;hinge;horizontal;concentric;moderate;moderate;moderate;low;yes;moderate;MD+3;intermediate;U13_U15,U16_U18,adult;universal;;hinge_series
EX0145;Squat course externe;lower_body_strength;squat_pattern;lower_body_strength;hip_mobility;field;none;minimal;secondary;main;squat;vertical;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3;intermediate;U13_U15,U16_U18,adult;universal;groin;squat_series
EX0146;Squat écart jump;plyometric_power;vertical_power;explosive_power;strength;field;none;minimal;secondary;main;jump;mixed;stretch_shortening;high;high;high;moderate;yes;moderate;MD+3;intermediate;U13_U15,U16_U18,adult;universal;groin;plio_series
EX0147;Squat dynamique élastique + plio;plyometric_power;contrast_power;contrast_power;strength;field;band;standard;advanced;main;jump;vertical;stretch_shortening;high;very_high;very_high;moderate;yes;moderate;MD+3;advanced;U16_U18,adult;universal;;plio_series
EX0148;FORWARD LUNGE;lower_body_strength;lunge_pattern;lower_body_strength;balance;field;none;minimal;core;main;lunge;horizontal;concentric;moderate;moderate;moderate;low;yes;high;MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;lunge_series
EX0149;REVERSE LUNGE;lower_body_strength;lunge_pattern;lower_body_strength;balance;field;none;minimal;core;main;lunge;horizontal;eccentric;moderate;moderate;moderate;low;yes;high;MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;lunge_series
EX0150;REVERSE LUNGE + COUP DE GENOUX;lower_body_strength;lunge_pattern;lower_body_strength;coordination;field;none;minimal;secondary;main;lunge;mixed;concentric;moderate;moderate;moderate;moderate;yes;high;MD+3;intermediate;U13_U15,U16_U18,adult;universal;;lunge_series
EX0151;REVERSE LUNGE + PECTORAUX;lower_body_strength;lunge_pattern;lower_body_strength;upper_body;hybrid;none;minimal;secondary;main;lunge;mixed;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3;intermediate;U13_U15,U16_U18,adult;universal;;lunge_series
EX0152;SIDE LUNGE + KICK;lower_body_strength;lunge_pattern;lower_body_strength;mobility;field;none;minimal;secondary;main;lunge;lateral;concentric;moderate;moderate;moderate;moderate;yes;high;MD+3;intermediate;U13_U15,U16_U18,adult;universal;groin;lunge_series
EX0153;SIDE LUNGE + REVERSE LUNGE;lower_body_strength;lunge_pattern;lower_body_strength;mobility;field;none;minimal;secondary;main;lunge;mixed;concentric;moderate;moderate;moderate;moderate;yes;high;MD+3;intermediate;U13_U15,U16_U18,adult;universal;groin;lunge_series
EX0154;SIDE TO SIDE LUNGE;lower_body_strength;lunge_pattern;lower_body_strength;mobility;field;none;minimal;core;main;lunge;lateral;concentric;moderate;moderate;moderate;low;yes;high;MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;lunge_series
EX0155;SIDE TO SIDE LUNGE + JUMP + PUNCH;plyometric_power;lateral_power;explosive_power;upper_body;field;none;minimal;secondary;main;lunge;lateral;stretch_shortening;high;high;moderate;high;yes;moderate;MD+3;intermediate;U13_U15,U16_U18,adult;universal;;lunge_series
EX0156;LUNGE + LEVER DE GENOUX;lower_body_strength;lunge_pattern;lower_body_strength;coordination;field;none;minimal;secondary;main;lunge;horizontal;concentric;moderate;moderate;moderate;moderate;yes;high;MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;lunge_series
EX0157;LUNGE + ROTATION TORSE;lower_body_strength;lunge_pattern;lower_body_strength;mobility;hybrid;none;minimal;secondary;main;lunge;rotational;concentric;moderate;moderate;moderate;moderate;yes;high;MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;lunge_series
EX0158;LUNGE EN CONTREBAS;lower_body_strength;lunge_pattern;lower_body_strength;range_of_motion;field;bench;standard;secondary;main;lunge;horizontal;eccentric;moderate;moderate;high;low;yes;moderate;MD+3;intermediate;U13_U15,U16_U18,adult;universal;knee;lunge_series
EX0159;Fente avant - arrière;lower_body_strength;lunge_pattern;lower_body_strength;coordination;field;none;minimal;core;main;lunge;horizontal;concentric;moderate;moderate;moderate;moderate;yes;high;MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;lunge_series
EX0160;Fente avant et retour équilibre;lower_body_strength;unilateral_stability;lower_body_strength;balance;field;none;minimal;core;main;lunge;horizontal;eccentric;moderate;moderate;moderate;low;yes;high;MD+3,MD+2;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;lunge_series
EX0161;Fente avant + développé 1 bras et rotations;lower_body_strength;lunge_pattern;lower_body_strength;upper_body;hybrid;dumbbell;pro;secondary;main;lunge;rotational;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3;intermediate;U16_U18,adult;universal;;lunge_series
EX0162;Fente arrière + saut;plyometric_power;vertical_power;explosive_power;strength;field;none;minimal;secondary;main;lunge;vertical;stretch_shortening;high;high;high;moderate;yes;high;MD+3;intermediate;U13_U15,U16_U18,adult;universal;knee;plio_series
EX0163;Fente dynamique élastique;lower_body_strength;lunge_pattern;lower_body_strength;agility;field;band;standard;secondary;main;lunge;horizontal;concentric;moderate;moderate;moderate;moderate;yes;high;MD+3;intermediate;U13_U15,U16_U18,adult;universal;;lunge_series
EX0164;Fente jambe arrière tendue;lower_body_strength;lunge_pattern;lower_body_strength;flexibility;field;none;minimal;core;main;lunge;horizontal;concentric;moderate;moderate;moderate;low;yes;high;MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;lunge_series
EX0165;Fente latérale élastIque A;lower_body_strength;lunge_pattern;adductors;agility;field;band;standard;secondary;main;lunge;lateral;concentric;moderate;moderate;moderate;moderate;yes;high;MD+3;intermediate;U13_U15,U16_U18,adult;universal;groin;lunge_series
EX0166;Fente latérale + équilibre;lower_body_strength;unilateral_stability;lower_body_strength;balance;field;none;minimal;core;main;lunge;lateral;eccentric;moderate;moderate;moderate;low;yes;high;MD+3,MD+2;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;lunge_series
EX0167;Fente latérale + stabilité;lower_body_strength;unilateral_stability;lower_body_strength;balance;field;none;minimal;core;main;lunge;lateral;isometric;moderate;moderate;moderate;low;yes;high;MD+3,MD+2;intermediate;U13_U15,U16_U18,adult;universal;;lunge_series
EX0168;Fente stationnaire Poids;lower_body_strength;lunge_pattern;lower_body_strength;strength;field;none;minimal;core;main;lunge;horizontal;concentric;moderate;moderate;low;low;yes;moderate;MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;lunge_series
EX0169;Fentes arrières TRX;lower_body_strength;lunge_pattern;lower_body_strength;balance;gym;trx;pro;secondary;main;lunge;horizontal;eccentric;moderate;moderate;moderate;low;yes;moderate;MD+3;intermediate;U16_U18,adult;universal;;lunge_series
EX0170;Fentes avant droite-gauche élastique;lower_body_strength;lunge_pattern;lower_body_strength;agility;field;band;standard;secondary;main;lunge;horizontal;concentric;moderate;moderate;moderate;moderate;yes;high;MD+3;intermediate;U13_U15,U16_U18,adult;universal;;lunge_series
EX0171;Fentes excentriques;lower_body_strength;lunge_pattern;lower_body_strength;hamstrings;field;none;minimal;core;main;lunge;horizontal;eccentric;moderate;moderate;high;low;yes;high;MD+3;intermediate;U13_U15,U16_U18,adult;universal;knee,hamstring;lunge_series
EX0172;Fentes excentriques + accélération;lower_body_strength;lunge_pattern;lower_body_strength;speed;field;none;minimal;advanced;main;lunge;horizontal;eccentric;high;high;high;moderate;yes;very_high;MD+3;advanced;U16_U18,adult;universal;knee,hamstring;lunge_series
EX0173;Fentes jambe arrière tendu + jump;plyometric_power;vertical_power;explosive_power;flexibility;field;none;minimal;secondary;main;lunge;vertical;stretch_shortening;high;high;high;moderate;yes;high;MD+3;intermediate;U13_U15,U16_U18,adult;universal;;plio_series
EX0174;Fentes latérales;lower_body_strength;lunge_pattern;adductors;mobility;field;none;minimal;core;main;lunge;lateral;concentric;moderate;moderate;moderate;low;yes;high;MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;groin;lunge_series
EX0175;Fentes marchées;lower_body_strength;lunge_pattern;lower_body_strength;coordination;field;none;minimal;core;main;lunge;horizontal;concentric;moderate;moderate;moderate;moderate;yes;high;MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;lunge_series
EX0176;Fentes marchées haltères;lower_body_strength;lunge_pattern;lower_body_strength;strength;gym;dumbbell;pro;secondary;main;lunge;horizontal;concentric;moderate;moderate;high;moderate;yes;high;MD+3;intermediate;U18+,adult;universal;;lunge_series
EX0177;Fentes marchées sautées;plyometric_power;horizontal_power;explosive_power;coordination;field;none;minimal;secondary;main;lunge;horizontal;stretch_shortening;high;high;high;high;yes;high;MD+3;intermediate;U13_U15,U16_U18,adult;universal;knee;plio_series
EX0178;Fentes plio + vitesse;plyometric_power;horizontal_power;explosive_power;speed;field;none;minimal;secondary;main;lunge;horizontal;stretch_shortening;high;high;high;high;yes;very_high;MD+3;advanced;U16_U18,adult;universal;;plio_series
